UniProt_Accession,Gene_Name,Confidence_Level,SMILES,InChI_Key,Molecular_Formula,Molecular_Weight,Classification
Q13177,PAK2,3,C[Si](C)(C(C)(C)C)O[C@@H]1[C@@]2([H])[C@](C[C@@H](O)C[C@]2(CO)C)(C)[C@]3([H])C[C@@H](C)C[C@@H](O[Si](CC)(CC)CC)[C@@]3([H])C1,ZNEXGEMINOWQLM-QYLYAQENSA-N,C30H60O4Si2,540.98,inhibitor
Q13177,PAK2,3,CC(=CCOC1=CC=CC2=C1N=C(C=C2OCC=C(C)C)C(=O)OCC=C(C)C)C,APPXFGJVXDYNBO-UHFFFAOYSA-N,C25H31NO4,409.53,inhibitor
Q13177,PAK2,3,CC1=NC(C2=CC(Cl)=C(C3=CC4=CN=C(NC)N=C4N(C[C@@H]5OC[C@@H](N)CO5)C3=O)C=C2)=CC=C1,ZBCMHWUFWQFPLV-VVOJOOEHSA-N,C25H25ClN6O3,492.97,inhibitor
Q13177,PAK2,3,CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)C4=NC(=CN=C4)C)Cl)NCCC5CCN(CC5)C,RYCBSFIKWACFBY-UHFFFAOYSA-N,C28H32ClN7O,518.07,inhibitor
Q13177,PAK2,3,CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)C4=CN=CS4)Cl)NC5=CC=C(C=C5)N6CCN(CC6)C,DHUJCQOUWQMVCG-UHFFFAOYSA-N,C29H28ClN7OS,558.11,inhibitor
Q13177,PAK2,3,CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)Cl)Cl)NC4=CC(=C(C=C4)N5CCNCC5)F,DHKFOIHIUYFSOF-UHFFFAOYSA-N,C25H23Cl2FN6O,513.40,inhibitor
Q13177,PAK2,3,CN(C)C(=O)N1CCC(C1)N=C2C3=C(C=CC(=C3)Cl)N(C4=C(N2)C=C(C=C4)F)CC(F)F,RVHZFZVJXGIAJF-UHFFFAOYSA-N,C22H23ClF3N5O,465.91,inhibitor
Q13177,PAK2,3,O=C1N(CCC2(F)CN(C)C2)C3=NC(NC)=NC=C3C=C1C(C=C4)=C(Cl)C=C4N5C=CC=C(C)C5=O,KHDMDYBLHAGOQS-UHFFFAOYSA-N,C26H26ClFN6O2,508.99,inhibitor
Q13177,PAK2,3,NC1=NC(N(C(NCCOC)=N2)C3=C2C=CC(C#CC4(O)CCCCC4)=C3)=CC=N1,RZXMIHOUHYSGJO-UHFFFAOYSA-N,C22H26N6O2,406.49,inhibitor
P54132,BLM,3,COC1=CC2=C(C(O3)=C1OC)[C@]([H])(CC4=CC(OC(C=C5)=CC=C5C[C@@]6([H])C7=CC3=C(C=C7CCN6C)OC)=C(C=C4[N+]([O-])=O)OC)N(C)CC2,NDGAADZASOXUEU-KYJUHHDHSA-N,C38H41N3O8,667.76,inhibitor
P54132,BLM,3,CCN(CC)CCCNC1=CC(N=C(/C(CC2)=C/C3=CC=C(C(C)C)C=C3)N2C4=O)=C4C=C1F,GZSNGNPLURZQGM-CJLVFECKSA-N,C28H35FN4O,462.61,inhibitor
P54132,BLM,3,O=C(NC1=CC=C(F)C(C(F)(F)F)=C1)NC2=NN=C(S2)C3=CC=NC=C3,WMCOYUSJXXCHFH-UHFFFAOYSA-N,C15H9F4N5OS,383.33,inhibitor
P54132,BLM,3,O=C(NC1=NN=C(C2=CC=NC=C2)S1)NC3=CC=C(C4=CNN=C4)C(C#N)=C3,PNYZVACPJDKKEE-UHFFFAOYSA-N,C18H12N8OS,388.42,inhibitor
P12004,PCNA,1,O=C(N/N=C/C1=C(O)C=CC2=CC=CC=C12)C3=CC=CC=C3O,ZZSJOLDICPVVAV-YBFXNURJSA-N,C18H14N2O3,306.32,inhibitor
P12004,PCNA,1,O=C(N/N=C/C1=C(O)C=CC2=CC=CC=C12)C3=CC=CC(F)=C3,KJOAGKHCMUAYFX-RGVLZGJSSA-N,C18H13FN2O2,308.31,inhibitor
P12004,PCNA,1,CC1=C(SC=C1)C(=O)NN=CC2=C(C3=CC=CC=C3C=C2)O,NZWTWRNHYZNWNW-UHFFFAOYSA-N,C17H14N2O2S,310.38,inhibitor
P12004,PCNA,1,O=C(C1=C2C=CC=CC2=CC=C1)NCC(NC3=CC=CC=C3OC4=CC=CC=C4)=O,COPRLRLXDBSLET-UHFFFAOYSA-N,C25H20N2O3,396.45,inhibitor
P12004,PCNA,1,O=C(C1=CC(OC)=C(NC2=NC=C3C(N(C4=C(C(N3C)=O)C=CC=C4)C)=N2)C=C1)N5CCC(CC5)N6CCN(CC6)C,IWMCPJZTADUIFX-UHFFFAOYSA-N,C31H38N8O3,570.70,inhibitor
P12004,PCNA,1,OC1=CC=C(OC2=C(I)C=C(C[C@H](N)CO)C=C2I)C=C1,NKOSKXJRVWVXRI-JTQLQIEISA-N,C15H15I2NO3,511.10,inhibitor
P12004,PCNA,1,C(=O)(P(=O)(O)O)P(=O)(O)O,XYORSKKUGAGNPC-UHFFFAOYSA-N,CH4O7P2,189.98,inhibitor
P12004,PCNA,1,OC1=CC=C(OC2=C(I)C=C(C[C@H]([NH2+]3)C[NH2+][Pt-]3(Cl)=S(C)(C)=O)C=C2I)C=C1.[Cl-],JDHFRKXAGAIHDB-CZEDPBFNSA-L,C17H22Cl2I2N2O3PtS,854.23,inhibitor
P29375,KDM5A,2,CC1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)N=C(S3)C,HFPLHASLIOXVGS-UHFFFAOYSA-N,C15H12N2O2S,284.34,inhibitor
P29375,KDM5A,2,OC1=CC(C(O)=O)=CC=C1NC([H])=O,SXPILDKUHXARLZ-UHFFFAOYSA-N,C8H7NO4,181.15,inhibitor
P29375,KDM5A,2,CC1=CC=C(C2=CN3C=C(C)C=CC3=N2)C=C1,AWEWSJJCANQFRB-UHFFFAOYSA-N,C15H14N2,222.29,inhibitor
P29375,KDM5A,2,O=C1OC2=CC(C)=CC(O[C@H](C)C(NCC(NCC([O-])=O)=O)=O)=C2C3=C1CCC3,MCVZDCFVPSXAAF-LLVKDONJSA-M,C20H21N2O7-,401.40,inhibitor
P29375,KDM5A,2,O=C(C1=C2C(C=C(C(C3=CC=CC(N)=C3)OCCN4CCCCC4)S2)=NC=C1)O,FTKYSFLMVOPKTH-UHFFFAOYSA-N,C22H25N3O3S,411.53,inhibitor
P29375,KDM5A,2,O=C(C1=C2C(C=C(C(C3=CC=CC(NC(/C=C/CN(C)C)=O)=C3)OCCN4CCCCC4)S2)=NC=C1)O,KIIDGZQVWULCMZ-JXMROGBWSA-N,C28H34N4O4S,522.67,inhibitor
P29375,KDM5A,2,ClC(C=C1)=CC(C)=C1COC2=CC=NN2C3=NC=CC(C(O)=O)=C3,PSOBPHXKKHPWMU-UHFFFAOYSA-N,C17H14ClN3O3,343.77,inhibitor
P29375,KDM5A,2,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCC)C=CC=C1,NXCXDWJNFKFGCO-UHFFFAOYSA-N,C18H17ClN2O3,344.80,inhibitor
P29375,KDM5A,2,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCN4CCCCC4)C=CC=C1,AWPYWZMMJZGPOX-UHFFFAOYSA-N,C22H24ClN3O3,413.91,inhibitor
P29375,KDM5A,2,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCN4CCC(F)(F)CC4)C=CC=C1,QCUMGQXPGZQHID-UHFFFAOYSA-N,C22H22ClF2N3O3,449.89,inhibitor
P29375,KDM5A,2,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCC4CCC(F)(F)CC4)C=CC=C1,HOIUWTVDCYLCOV-UHFFFAOYSA-N,C23H23ClF2N2O3,448.90,inhibitor
P29375,KDM5A,2,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCC4N(C)CCC4)C=CC=C1,FLCRYTPTFPDXRU-UHFFFAOYSA-N,C22H24ClN3O3,413.91,inhibitor
P29375,KDM5A,2,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCCN4CCCCC4)C=CC=C1,MNARMTUGWVPRGA-UHFFFAOYSA-N,C23H26ClN3O3,427.93,inhibitor
P29375,KDM5A,2,ClC1=C([C@H](C2=CC(N=CC=C3C(O)=O)=C3N2)OCCN4CCCCC4)C=CC=C1,AWPYWZMMJZGPOX-OAQYLSRUSA-N,C22H24ClN3O3,413.91,inhibitor
P29375,KDM5A,2,ClC1=C([C@@H](C2=CC(N=CC=C3C(O)=O)=C3N2)OCCN4CCCCC4)C=CC=C1,AWPYWZMMJZGPOX-NRFANRHFSA-N,C22H24ClN3O3,413.91,inhibitor
P29375,KDM5A,2,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCC4=NC=CN4C)C=CC=C1,ULBCSYUKODTPKF-UHFFFAOYSA-N,C21H19ClN4O3,410.86,inhibitor
P29375,KDM5A,2,O=C(C1=NNC(C(C)C)=C1)N2CC[C@H](NC(C3CC3)=O)C2,CXEXTVGTDZRKJS-NSHDSACASA-N,C15H22N4O2,290.37,inhibitor
P29375,KDM5A,2,O=C(C1=NNC(C(C)C)=C1)N2CC[C@@H](NC(C3CC3)=O)C2,CXEXTVGTDZRKJS-LLVKDONJSA-N,C15H22N4O2,290.37,inhibitor
P29375,KDM5A,2,O=C(N(CC)CCN(C)C)CNCC1=NC=CC(C(N)=O)=C1,PNFMVADNCOGWME-UHFFFAOYSA-N,C15H25N5O2,307.40,inhibitor
P29375,KDM5A,2,O=C1NC2=CN=CC=C2C(O)=C1C#N,NPAMRWDIMURYSE-UHFFFAOYSA-N,C9H5N3O2,187.16,inhibitor
P29375,KDM5A,2,O=C1C(C(C)C)=C(C2=CC=CC=C2)NC3=C(C#N)C=NN31,DHXKRMSKXLDZGY-UHFFFAOYSA-N,C16H14N4O,278.31,inhibitor
P29375,KDM5A,2,O=C1NC(C(F)(F)F)=NC2=CN=CC=C21,XRSGBIHEPAYDKE-UHFFFAOYSA-N,C8H4F3N3O,215.13,inhibitor
P29375,KDM5A,2,NNC1=NC=CC(C(O)=O)=N1,AVMDBCMWSSIKTF-UHFFFAOYSA-N,C5H6N4O2,154.13,inhibitor
P29375,KDM5A,2,CN(CCCCC(N(O)CCC(OC)=O)=O)CCCCCC,VYMWPKMFWCQICK-UHFFFAOYSA-N,C16H32N2O4,316.44,inhibitor
P29375,KDM5A,2,CN(CCCCC(N(O)CCC(O)=O)=O)CCCCCC,CGDNTKHBSNXGFS-UHFFFAOYSA-N,C15H30N2O4,302.42,inhibitor
P29375,KDM5A,2,ClC1=CN=C(N/N=C(C2=CC=CC=C2)/C3=NC=CC=C3)C=C1,YHHFKWKMXWRVTJ-OQKWZONESA-N,C17H13ClN4,308.77,inhibitor
P29375,KDM5A,2,C=CCOC1=C(CNN2C(S)=NN=C2)C=CC=C1OC,NHJCZZWENDYDEP-UHFFFAOYSA-N,C13H16N4O2S,292.36,inhibitor
P29375,KDM5A,2,NC(C1=CC=NC(CNCC(N(CC)CCN(C)C)=O)=C1)=O,PNFMVADNCOGWME-UHFFFAOYSA-N,C15H25N5O2,307.40,inhibitor
P37231,PPARG,2,O=C(NC1=CC=CC=C1)C2=CC([N+]([O-])=O)=CC=C2Cl,DNTSIBUQMRRYIU-UHFFFAOYSA-N,C13H9ClN2O3,276.68,inhibitor
P37231,PPARG,2,ClC1=C(C=C(C=C1)[N+]([O-])=O)C(NC2=CC=NC=C2)=O,FRPJSHKMZHWJBE-UHFFFAOYSA-N,C12H8ClN3O3,277.67,inhibitor
P37231,PPARG,2,O=C(C(C)(C)C)/N=C1N(CC=C)C=C([N+]([O-])=O)S/1,SPVZIILAYYBEDM-BENRWUELSA-N,C11H15N3O3S,269.33,inhibitor
P37231,PPARG,2,O=P(OC)(OC)OC(C1=CC=C(Cl)C=C1)P(OC)(OC)=O,VQHUQHAPWMNBLP-UHFFFAOYSA-N,C11H17ClO7P2,358.65,inhibitor
P37231,PPARG,2,CCC(CC1=CC=C(C=C1)C(=O)NCC2=C(C=C(C=C2)OC)C(F)(F)F)C(=O)O,VPAHYLNIDWFBPW-UHFFFAOYSA-N,C21H22F3NO4,409.40,inhibitor
P37231,PPARG,2,CN1C2=CC=CC=C2N=C1C3=CC(C)=C4C(N(CCOC5=CC=C(CC(C(OCC)=O)(C)OC6=CC=CC=C6)C=C5)C(CCC)=N4)=C3,HMIBJCMIYOKVEY-UHFFFAOYSA-N,C39H42N4O4,630.79,activator
P37231,PPARG,2,O=C(O)C1=CC=CC=C1C2=CC=C(C=C2)CN3C4=CC(C5=NC6=CC=CC=C6N5C)=CC(C)=C4N=C3CCC,RMMXLENWKUUMAY-UHFFFAOYSA-N,C33H30N4O2,514.63,activator
P37231,PPARG,2,O=C(NC1=C(CN2C(C(O)=O)=CC=C2)C=CC=C1)NC34C[C@@H]5C[C@@H](C[C@H](C4)C5)C3,XFNUGZXZFUBUPM-RXSOCDCMSA-N,C23H27N3O3,393.49,activator
P37231,PPARG,2,CCCC1=NC2=CC=C(C3=NC4=CC=CC=C4N3CCCC)C=C2N1CC(C=C5)=CC=C5C6=CC=CC=C6C7=NNN=N7,ILDXICOPWVWVTP-UHFFFAOYSA-N,C35H34N8,566.71,activator
P37231,PPARG,2,CCC1=NC2=C(C(N(CC3=C(C#N)C=CC=C3)C=C2C)=O)N1[C@H]4CCC5=C4C=CC(C6=CC=CC=C6C7=NNN=N7)=C5,RAUNYZMCEZPALE-NDEPHWFRSA-N,C33H28N8O,552.64,activator
P37231,PPARG,2,COC1=C(C=C(C=C1)CC2C(=O)NC(=O)S2)C(=O)NCC3=CC=C(C=C3)C(F)(F)F,NFFXEUUOMTXWCX-UHFFFAOYSA-N,C20H17F3N2O4S,438.43,activator
P37231,PPARG,2,FC1=CC=CC(CCC2=CC=C(OCCC)C(C(NC3=NC=C(C(O)=O)C=C3)=O)=C2)=C1.[O],WKCUQOSMYHHVDZ-UHFFFAOYSA-N,C24H23FN2O5,438.46,activator
P37231,PPARG,2,BrC(C=C1/C=C2C(NC(S\2)=O)=O)=CC=C1OCC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3,FZRDTEBLFOXQQJ-GIDUJCDVSA-N,C19H10BrF6NO3S,526.25,activator
P37231,PPARG,2,BrC(C=C1/C=C2C(NC(S\2)=O)=O)=C(OS(C3=CC=C(C)C=C3)(=O)=O)C=C1OCC4=CC=C(C(F)(F)F)C=C4,VZLAPPLGBUXEDV-SSDVNMTOSA-N,C25H17BrF3NO6S2,628.44,activator
P37231,PPARG,2,ClC1=CC=CC(OCCCOC2=CC=C([C@H](CC(O)=O)CO3)C3=C2)=C1,KNTFJPOCGUBOIF-CYBMUJFWSA-N,C19H19ClO5,362.81,activator
P37231,PPARG,2,O=C(N(CCCCC)C1=CC=C(OC(C)(C)C(OCC)=O)C=C1)NC2=NC=CS2,WNBRKOJXLGQWDE-UHFFFAOYSA-N,C21H29N3O4S,419.55,activator
P37231,PPARG,2,O=C(N(CC=C)C1=CC=C(OC(C)(C)C(OCC)=O)C=C1)NC2=NC=CS2,OXLVEEPZBREPQL-UHFFFAOYSA-N,C19H23N3O4S,389.48,activator
P37231,PPARG,2,O=C(N(CCCCC)C1=CC=C(OC(C)(C)C(O)=O)C=C1)NC2=NC=CS2,LCKLPXMAMQURDA-UHFFFAOYSA-N,C19H25N3O4S,391.49,activator
P37231,PPARG,2,O=C(NC(S/1)=O)C1=C/C2=CC([N+]([O-])=O)=C(CC(NC3=CC=C(C(OC(C)C)=O)C=N3)=O)C=C2,MGBAOBUQXJQYRG-LZYBPNLTSA-N,C21H18N4O7S,470.46,activator
P37231,PPARG,2,O=C(NC(S/1)=O)C1=C/C2=CC([N+]([O-])=O)=C(CC(NC3=CC=C(C(OCC)=O)C=N3)=O)C=C2,KAPZFLMZLJQHIZ-OVCLIPMQSA-N,C20H16N4O7S,456.44,activator
P37231,PPARG,2,O=C(NC(S/1)=O)C1=C/C2=CC([N+]([O-])=O)=C(CC(NC3=CC=CC=N3)=O)C=C2,QQXRZCAJVPYKFE-MDWZMJQESA-N,C17H12N4O5S,384.37,activator
P37231,PPARG,2,O=C(NC(S1)=O)C1CC2=CC=C(OCCN3C=CC4=C3C=C(Cl)C=C4)C=C2,JYYGYBWGUKAOMM-UHFFFAOYSA-N,C20H17ClN2O3S,400.89,activator
P37231,PPARG,2,O=C(NC(S1)=O)C1CC2=CC=C(OCCOC(C3=CC=CC=C3)C4=CC=C(OC)C=C4)C=C2,PTEHKMYYCGEPMW-UHFFFAOYSA-N,C26H25NO5S,463.56,activator
P37231,PPARG,2,O=C(NC1=CC=C(OCC(O)=O)C=C1)CSC2=NC3=CC=CC=C3N2,ZVHXUMXBLBTQNS-UHFFFAOYSA-N,C17H15N3O4S,357.39,activator
P37231,PPARG,2,O=C(N(CC1CCCCC1)C2=CC=C(OC(C)(C(O)=O)C)C=C2)NC3=NC4=C(S3)C=CC=C4,RKOKWWWJPHZXTP-UHFFFAOYSA-N,C25H29N3O4S,467.59,activator
P37231,PPARG,2,O=C(N(CCCCC)C1=CC=C(OC(C)(C(O)=O)C)C=C1)NC2=NC3=C(S2)C=C(C)C=C3,AUKJZWLVFVOWDO-UHFFFAOYSA-N,C24H29N3O4S,455.58,activator
P37231,PPARG,2,O=C(NC1=CC=C(OCC(CC)=O)C=C1)CSC2=NC3=CC=CC=C3N2,AUNQBDABFCYOFJ-UHFFFAOYSA-N,C19H19N3O3S,369.45,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NC2CCCCC2)=O)(=O)=O)C=C1)CN(C3=CC=CC=C3N=C4C)C4=O,ZDCHXGUDSGTTDJ-UHFFFAOYSA-N,C24H27N5O5S,497.58,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NCCCC)=S)(=O)=O)C=C1)CN(C2=CC=CC=C2N=C3C)C3=O,LNIDEQPLVWKJHY-UHFFFAOYSA-N,C22H25N5O4S2,487.61,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NC2CCCCC2)=O)(=O)=O)C=C1)CSC3=NC4=CC=CC=C4C(N3C5=CC=C(C)C=C5)=O,DQHQALKAYSYBQN-UHFFFAOYSA-N,C30H31N5O5S2,605.74,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NCCCC)=O)(=O)=O)C=C1)CN(C2=CC=CC=C2N=C3C)C3=O,IOJDBQXYEIGVNQ-UHFFFAOYSA-N,C22H25N5O5S,471.54,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NC2CCCCC2)=O)(=O)=O)C=C1)CSC3=NC4=CC=CC=C4C(N3C5=CC=C(OC)C=C5)=O,VJWBSFQBXSDGOR-UHFFFAOYSA-N,C30H31N5O6S2,621.74,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NCCCC)=O)(=O)=O)C=C1)CSC2=NC3=CC=CC=C3C(N2C4=CC=C(OC)C=C4)=O,XSEVZDJPQQSGDW-UHFFFAOYSA-N,C28H29N5O6S2,595.70,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NC2CCCCC2)=O)(=O)=O)C=C1)CN3C(C4=CC=CC=C4N=C3CC)=O,PXNTUWQTFIZMTI-UHFFFAOYSA-N,C25H29N5O5S,511.60,activator
P37231,PPARG,2,O=C(NC1=CC=C(S(NC(NC2CCCCC2)=O)(=O)=O)C=C1)CN3C(C4=CC(Br)=CC=C4N=C3C)=O,CMGZEJNPMZYCRI-UHFFFAOYSA-N,C24H26BrN5O5S,576.47,activator
P37231,PPARG,2,O=C(N1)SC(CC2=CC=C(OCCC3=NC=C(CC)C=C3)C=C2)C1=O,HYAFETHFCAUJAY-UHFFFAOYSA-N,C19H20N2O3S,356.45,activator
P37231,PPARG,2,CCCCC(N1CC2=CC=C(C3=C(C4=NOC(N4)=O)C=CC=C3)C=C2)=NC(C)=C(CC5=NC(C(C)(C)C)=NO5)C1=O,NFWXOLWPQYHMBW-UHFFFAOYSA-N,C31H34N6O4,554.65,activator
P37231,PPARG,2,OC1=CC=C(/C=C/C2=CC(O)=CC(O)=C2)C=C1,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,C14H12O3,228.25,activator
P37231,PPARG,2,O=C(CC(/C=C/C1=CC=C(O)C(OC)=C1)=O)/C=C/C2=CC=C(O)C(OC)=C2,VFLDPWHFBUODDF-FCXRPNKRSA-N,C21H20O6,368.39,activator
P37231,PPARG,2,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)OS(=O)(=O)O)OC)O,NEJVQQBBTRFOHB-UHFFFAOYSA-N,C21H20O9S,448.45,activator
P37231,PPARG,2,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,VBGLYOIFKLUMQG-UHFFFAOYSA-N,C21H26O2,310.44,activator
P37231,PPARG,2,CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,QHMBSVQNZZTUGM-UHFFFAOYSA-N,C21H30O2,314.47,activator
P37231,PPARG,2,O=C(N1)SC(CC2=CC=C(OCCN(C)C3=NC=CC=C3)C=C2)C1=O,YASAKCUCGLMORW-UHFFFAOYSA-N,C18H19N3O3S,357.44,activator
P37231,PPARG,2,OC([C@@H](OCC)CC1=CC=C(OCCN2C(C)=CC=C2C3=CC=C(SC)C=C3)C=C1)=O,MRWFZSLZNUJVQW-DEOSSOPVSA-N,C25H29NO4S,439.58,activator
P37231,PPARG,2,O=C(NC1=NC=C([N+]([O-])=O)S1)C2=CC=CC=C2OC(C)=O,YQNQNVDNTFHQSW-UHFFFAOYSA-N,C12H9N3O5S,307.29,activator
P37231,PPARG,2,O=C(NCC1=C(OCCC)C=CC(C(NS(C2=CC=CC=C2)(=O)=O)=O)=C1)C3=CC=C(C4=NC=CC=N4)C=C3,QEJZUENJDZMHGE-UHFFFAOYSA-N,C28H26N4O5S,530.61,activator
P37231,PPARG,2,O=C(NCC1=C(OCCC)C=CC(C[C@@H](C(O)=O)CC2=CC=CC=C2)=C1)C3=CC=C(C4=NC=CC=N4)C=C3,DEAVJKJURZRSJV-SANMLTNESA-N,C31H31N3O4,509.61,activator
P37231,PPARG,2,O=C(NCC1=C(OCCC)C=CC(NC(C#CC2=CC=CC=C2)=O)=C1)C3=CC=C(C4=NC=CC=N4)C=C3,LLWADQIEAQTMON-UHFFFAOYSA-N,C30H26N4O3,490.56,activator
P37231,PPARG,2,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,IQPNAANSBPBGFQ-UHFFFAOYSA-N,C15H10O6,286.24,activator
P37231,PPARG,2,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,C14H12O3,228.25,inhibitor
P37231,PPARG,2,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,HKEAFJYKMMKDOR-VPRICQMDSA-N,C21H20O9,416.38,activator
P37231,PPARG,2,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,MXXWOMGUGJBKIW-YPCIICBESA-N,C17H19NO3,285.34,activator
P37231,PPARG,2,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,YBHILYKTIRIUTE-UHFFFAOYSA-N,C20H18NO4+,336.37,activator
P37231,PPARG,2,CCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(=C3)/C=C/C)C(=O)[C@@]2(OC1=O)C,XXKNHBAFFJINCK-RVEJDSBJSA-N,C21H26O5,358.43,activator
P37231,PPARG,2,CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C,MQZIGYBFDRPAKN-UWFIBFSHSA-N,C40H52O4,596.85,activator
P37231,PPARG,2,CCCCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(=C3)/C=C/C)C(=O)[C@@]2(OC1=O)C,AQTJNEHGKRUSLT-ODTNPMSZSA-N,C23H30O5,386.49,activator
P37231,PPARG,2,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,WUADCCWRTIWANL-UHFFFAOYSA-N,C16H12O5,284.27,activator
P37231,PPARG,2,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,C15H10O4,254.24,activator
P37231,PPARG,2,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,WCGUUGGRBIKTOS-GPOJBZKASA-N,C30H48O3,456.71,activator
P37231,PPARG,2,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,WMBWREPUVVBILR-WIYYLYMNSA-N,C22H18O11,458.38,activator
P37231,PPARG,2,C[C@@]1(C[C@H]([C@]2([C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)OC(=O)/C=C/C4=CC=CC=C4,KVRQGMOSZKPBNS-FMHLWDFHSA-N,C24H30O11,494.49,activator
P37231,PPARG,2,COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O,OBBCRPUNCUPUOS-UHFFFAOYSA-N,C16H12O6,300.27,activator
P37231,PPARG,2,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,RTIXKCRFFJGDFG-UHFFFAOYSA-N,C15H10O4,254.24,activator
P37231,PPARG,2,CC(C)[C@@]1([C@@H]([C@H]2[C@@]3(O2)[C@]4(CCC5=C([C@@H]4C[C@H]6[C@]3([C@@H]1O)O6)COC5=O)C)Cl)O,OIMACDABKWJVSQ-LZVGCMTRSA-N,C20H25ClO6,396.87,activator
P37231,PPARG,2,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,METKIMKYRPQLGS-UHFFFAOYSA-N,C14H22N2O3,266.34,activator
P37231,PPARG,2,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(C[C@H]([C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)O)C)[C@@H]2[C@H]1C)C)C(=O)O,PRAUVHZJPXOEIF-AOLYGAPISA-N,C30H48O6,504.71,activator
P37231,PPARG,2,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,AIONOLUJZLIMTK-AWEZNQCLSA-N,C16H14O6,302.28,activator
P37231,PPARG,2,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO,FVWJYYTZTCVBKE-ROUWMTJPSA-N,C30H50O2,442.73,activator
P37231,PPARG,2,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C27H32O14,580.54,activator
P37231,PPARG,2,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,NPNUFJAVOOONJE-GFUGXAQUSA-N,C15H24,204.36,activator
