Uniprot_Accession,Gene_Name,Classification,Confidence_Level,Similarity_Score,SMILES
Q9HC98,NEK6,inhibitor,3,0.435,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]
P33527,ABCC1,inhibitor,2,0.4349,OS(=O)(O[C@H]1C[C@@H]2[C@]([C@H]([C@H]3CC2)CC[C@]([C@H]3CC4)(C)[C@H]4[C@H](C)CCC(O)=O)(C)CC1)=O
P33981,TTK,inhibitor,1,0.4343,CCOC1=CC2=C(NN=C2C3=CC=CC=C3)C=C1
P33981,TTK,inhibitor,1,0.4343,CCOC1=CC=C(NN=C2C3=CC=CC=C3)C2=C1
O14757,CHEK1,inhibitor,1,0.4342,CC1=CC(=C(C=C1)NCC(CN)O)Br
O14974,PPP1R12A,inhibitor,3,0.4341,NC1=CC(CN(C4)CCC4NC2=CC=CC3=C2C=CN=C3)=CC=C1
Q6RVA0,MDR1,inhibitor,2,0.4341,[H][C@]1(C2)[C@](C3C[C@H](OC(C4=CC=CC=C4)=O)[C@@]5(C)C(C3[C@@H]2OCOC)CC[C@H]5[C@@H](C)CCC(OC)=O)(C)CCC(C1)=O
Q00535,CDK5,inhibitor,3,0.4339,COC1=CC=C(CC(CC2=CN(C3CC(C(N)=O)C3)C=C2)=O)C=C1
P19784,CSNK2A2,inhibitor,2,0.4338,CC(=O)NC1=CC=C(C=C1)C=NNC(=S)N
P67870,CSNK2B,inhibitor,2,0.4338,CC(=O)NC1=CC=C(C=C1)C=NNC(=S)N
P11388,TOP2A,inhibitor,1,0.4335,S=C(NC1=CC=C(CC)C=C1)N/N=C/C2=C(C=CC=C3)C3=NC=C2
P42345,MTOR,inhibitor,2,0.4334,COC1=CC(=O)C=C(C1=O)OC
O95271,TNKS,inhibitor,1,0.4334,O=C1NC(C2=CC=C(OC(C)C)C=C2)=NC3=C1C=CC=C3
P11802,CDK4,inhibitor,1,0.4332,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
Q00534,CDK6,inhibitor,1,0.4332,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
Q12772,SREBF2,inhibitor,2,0.433,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)OC)O)C
P42345,MTOR,inhibitor,2,0.4329,C1=C(C=C(C(=C1O)O)O)C(=O)O
P53350,PLK1,inhibitor,1,0.4327,C[C@@H]1CN(C[C@@H](O1)C)CC2=CC=C(C=C2)/C=C/C3=NNC4=C3C=CC(=C4)[C@H]5C[C@@]56C7=C(C=CC(=C7)OC)NC6=O
P53350,PLK1,inhibitor,1,0.4327,CC1CN(CC(O1)C)CC2=CC=C(C=C2)C=CC3=NNC4=C3C=CC(=C4)C5CC56C7=C(C=CC(=C7)OC)NC6=O
P53350,PLK1,inhibitor,1,0.4327,C[C@@H]1CN(C[C@@H](O1)C)CC2=CC=C(C=C2)/C=C/C3=NNC4=C3C=CC(=C4)[C@@H]5C[C@]56C7=C(C=CC(=C7)OC)NC6=O
O00444,PLK4,inhibitor,1,0.4327,O=C1NC2=C(C=C(OC)C=C2)[C@](C3)1[C@@H]3C4=CC(NN=C5/C=C/C6=CC=C(CN7C[C@H](C)O[C@H](C)C7)C=C6)=C5C=C4
,tubulin,activator,1,0.4326,COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC(=C(C(=C2)OC)OC)OC)O
P10415,BCL2,inhibitor,1,0.4325,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5
Q07817,BCL2L1,inhibitor,1,0.4325,C[N+]1=CC2=C(C=CC(OC)=C2OC)C3=C1C4=CC5=C(C=C4C=C3)OCO5
,tubulin,activator,1,0.4324,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)O
P11802,CDK4,inhibitor,1,0.4321,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O
P11802,CDK4,inhibitor,1,0.4321,O=C(C=C(C1=C(Cl)C=C(C(F)(F)F)C=C1)O2)C3=C2C([C@@H]4CCN(C)[C@@H]4CO)=C(O)C=C3O
Q13153,PAK1,inhibitor,3,0.4319,O=C(C1=C(O)C(Cl)=C(OC)C=C1O)CCCCCC
,tubulin,inhibitor,1,0.4318,CC(C(=O)NC1=CC=C(C=C1)SC2=CC3=C(C=C2)N=C(N3)NC(=O)OC)N.Cl
P11388,TOP2A,inhibitor,1,0.4317,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCNCCCNCCN4C(=O)C5=CC=CC6=C5C(=CC=C6)C4=O
P23921,RRM1,inhibitor,3,0.4315,CC(=O)N(C(=O)NC)OC(=O)NC
Q14680,MELK,inhibitor,1,0.4314,CN1CCN(CC(N(C)C2=CC=C(N/C(C5=CC(OC=CO6)=C6C=C5)=C4/C3=CC(C(OC)=O)=CC=C3NC4=O)C=C2)=O)CC1
P61073,CXCR4,inhibitor,2,0.4314,NCCNC1=NC(NCCN)=NC(NCCN)=N1
P24941,CDK2,inhibitor,1,0.4313,C1CC1C2=CC(=NN2)NC(=O)CC3=CC4=CC=CC=C4C=C3
,tubulin,inhibitor,1,0.4309,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
P29375,KDM5A,inhibitor,2,0.4305,C=CCOC1=C(CNN2C(S)=NN=C2)C=CC=C1OC
,tubulin,activator,1,0.4305,CC1=C(C2=C(O1)C(=C(C=C2)OC)O)C(=O)C3=CC(=C(C(=C3)OC)OC)OC
O43683,BUB1,inhibitor,3,0.4304,FC1=CC=CC=C1CN2N=C(C4=NC=C(OC5=CC=CC=C5C(OCC)=O)C(NC6=C(C(OCC)=O)C=NC=C6)=N4)C3=C2CCC3
P05771,PRKCB,inhibitor,1,0.4304,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC
Q6RVA0,MDR1,inhibitor,2,0.4304,O[C@@]([C@@H]1OC(C)=O)(C(OC)=O)[C@@H]2N(C3=CC(OC)=C(C=C3[C@@](CC4)2[C@H](N4CC=C5)[C@@]51CC)[C@@]6(C(OC)=O)C[C@H]7C=C(CC)C[N@](C7)C(C8=O)=C(C9=C6NC%10=C9C=CC=C%10)C(N8CC%11=CC=CC=C%11)=O)C
,tubulin,inhibitor,1,0.4303,COC(C=C(OC(C(C1=CC(OC)=C(OC)C(OC)=C1)=O)=C2C)C2=C3)=C3/C=C/CO
Q6RVA0,MDR1,inhibitor,2,0.43,O=C(C1=C(O)C(C)=C(O)C(C)=C1OC)/C=C/C2=CC=CC=C2
P68400,CSNK2A1,inhibitor,2,0.4299,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O
P19784,CSNK2A2,inhibitor,2,0.4299,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O
P67870,CSNK2B,inhibitor,2,0.4299,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O
P06493,CDK1,inhibitor,1,0.4299,C12=CC=CC=C1C(C3=NNC(C4=CNC5=C4C=CC=C5)=C3)=CN2
P30304,CDC25A,inhibitor,1,0.4298,O=C(CCC1=NC(CCC)=CC(O)=N1)NCCSCC2=CC=CO2
P12004,PCNA,inhibitor,1,0.4298,O=C(N/N=C/C1=C(O)C=CC2=CC=CC=C12)C3=CC=CC(F)=C3
P61073,CXCR4,inhibitor,2,0.4297,C1CNCCNCCCN(CCNC1)CCCN2CCCNCCNCCCNCC2
P49841,GSK3B,inhibitor,2,0.4296,CO[C@H]1CC2[N@]3CC4=CC5=C(OCO5)C=C4[C@@]2([C@H](OC(C6=CC=C([N+]([O-])=O)C=C6)=O)C3)C=C1
,tubulin,inhibitor,1,0.4296,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
P33527,ABCC1,inhibitor,2,0.4295,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O
O14980,XPO1,inhibitor,2,0.4295,O=C1C=CCCN1C(/C=C/C2=CC(OC)=C(OC)C(OC)=C2)=O
P42345,MTOR,inhibitor,2,0.4294,COC1=CC(=CC(=C1O)OC)C=NNC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4
P42345,MTOR,inhibitor,2,0.4294,OC(C(OC)=C1)=C(OC)C=C1/C=N/NC2=NC(N3CCOCC3)=NC(N4CCOCC4)=N2
P42345,MTOR,inhibitor,2,0.4294,COC1=CC(/C=N/NC2=NC(N3CCOCC3)=NC(N4CCOCC4)=N2)=CC(OC)=C1O
P37231,PPARG,activator,2,0.4293,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
,tubulin,activator,1,0.4292,CC1=C(OC2=C1C=C(C(=C2)OC)C#CC3=CC=C(C=C3)OC)C(=O)C4=CC(=C(C(=C4)OC)OC)OC
P37231,PPARG,activator,2,0.429,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
P49841,GSK3B,inhibitor,2,0.429,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC(=C(C=C6)O)O)O)O)O
P52732,KIF11,allosteric regulator,1,0.429,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC(=C(C=C6)O)O)O)O)O
P61073,CXCR4,inhibitor,2,0.4289,COC1=CC=CC=C1NCC2=CN=C(CNC3=CC=CC=C3OC)C=C2
P26358,DNMT1,inhibitor,2,0.4289,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
P49841,GSK3B,inhibitor,2,0.4287,O=C(C1CC1)NC2=CC(/C=N/C3=CC=CN=C3N)=CC=N2
O14757,CHEK1,inhibitor,1,0.4287,CC(C1=NC2=CC=CC=C2N1)OC(=O)NC3=CC(=C(C=C3)Cl)Cl
P49841,GSK3B,inhibitor,2,0.4286,CCCC(=O)NC1=NNC2=C1C=CC(=C2)Cl
Q09472,EP300,inhibitor,1,0.4283,O=C1N([C@@]23SS[C@]1(C([H])([H])O[H])N(C([H])([H])[H])C2=O)[C@@]4([H])N([H])C5=C([H])C([H])=C([H])C([H])=C5[C@@]4(C3([H])[H])N6C7=C([H])C([H])=C([H])C([H])=C7C(C([H])([H])[C@@]8(N(C([H])([H])[H])C9=O)SS[C@@]9(C([H])([H])O[H])N(C([H])([H])[H])C8=O)=C6[H]
Q8IXJ6,SIRT2,inhibitor,1,0.4282,O=C(N[C@H](C(NC1=CC=CC=C1)=O)CCCCNC(CCCCCCCCCCCCC)=S)OCC2=CC=CC=C2
P33527,ABCC1,inhibitor,2,0.4281,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4=C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
Q6RVA0,MDR1,inhibitor,2,0.4281,COC(C=C1)=CC=C1C(CCCN2CCN(C/C=C/C3=CC(OC)=C(OC)C(OC)=C3)CC2)C4=CC=C(OC)C=C4
,tubulin,inhibitor,1,0.4281,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
Q92831,KAT2B,inhibitor,2,0.4279,CC1=C(OC2=C1C=C(C=C2)NC(=O)C3=CC(=CC(=C3)OC)OC)C(=O)C4=C(C=CC(=C4)OC)OC
Q13535,ATR,inhibitor,2,0.4276,C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)N
P06493,CDK1,inhibitor,1,0.4276,CC1=CC(N2S(CCC2)(=O)=O)=C(OC(C3=CC=C(O)C(C(F)(F)F)=C3)=C(O)C4=O)C4=C1
P24941,CDK2,inhibitor,1,0.4276,NC1=NC(N)=NC(OCC2CCCCC2)=C1N=O
P33527,ABCC1,inhibitor,2,0.4275,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
Q6RVA0,MDR1,inhibitor,2,0.4275,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
P49841,GSK3B,inhibitor,2,0.4271,C[C@H](NC([C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C(C2=C(OC)C(C(C=C(C3=CC(OC)=C(OC)C=C3)O4)=O)=C4C=C2OC)O1)=O)C(F)(F)F
,tubulin,inhibitor,1,0.4271,COC1=C(OC)C=C(C(C2=C(C)OC3=C2C=CC(OC)=C3OP=O)=O)C=C1OC.[Na].[Na]
P04637,TP53,inhibitor,1,0.4266,CC(C)(C)C[C@H]1[C@]2(C(SC(Cl)=C3)=C3NC2=O)[C@@H](C4=C(F)C(Cl)=CC=C4)[C@H](C(NC5=C(OC)C=C(C(N)=O)C=C5)=O)N1
Q00987,MDM2,inhibitor,1,0.4266,CC(C)(C)C[C@H]1[C@]2(C(SC(Cl)=C3)=C3NC2=O)[C@@H](C4=C(F)C(Cl)=CC=C4)[C@H](C(NC5=C(OC)C=C(C(N)=O)C=C5)=O)N1
Q00987,MDM2,inhibitor,1,0.4266,O=C1NC2=C(SC(Cl)=C2)[C@]13[C@H](CC(C)(C)C)N[C@@H](C(NC4=C(OC)C=C(C(N)=O)C=C4)=O)[C@@H]3C5=C(F)C(Cl)=CC=C5
P29375,KDM5A,inhibitor,2,0.4265,NNC1=NC=CC(C(O)=O)=N1
,tubulin,activator,1,0.4264,COC1=C(C=C(C=C1)NS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)N
P11388,TOP2A,inhibitor,1,0.4262,CC(C(=O)O)OC1=CC=C(C=C1)OC2=CN=C3C=CC(=CC3=N2)Cl
Q8IXJ6,SIRT2,inhibitor,1,0.4259,O=C(N[C@@H](CCCCNC(NCCCCCCCC)=S)C(NC1=CC=CC=C1)=O)OCC2=CC=CC=C2
P53350,PLK1,inhibitor,1,0.4259,CC1=CC=CC=C1C(=O)ON=C2C=C(C(=O)C=C2C)C
P53350,PLK1,inhibitor,1,0.4259,CC1=CC=CC=C1C(=O)O/N=C\2/C=C(C(=O)C=C2C)C
P26358,DNMT1,inhibitor,2,0.4258,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
Q6RVA0,MDR1,inhibitor,2,0.4258,OC(COC1=CC(SC2=CC=CC=C32)=C(C(O)=C1)C3=O)CCl
,tubulin,activator,1,0.4255,CC1=C(C2=C(O1)C(=C(C=C2)OC)OP(=O)([O-])[O-])C(=O)C3=CC(=C(C(=C3)OC)OC)OC.[Na+].[Na+]
O15151,MDM4,inhibitor,1,0.4252,O=C([C@](C1)(C2=CC=CC(Cl)=C2F)N[C@@H](CC(C)(C)C)[C@]1(C#N)C3=CC=C(Cl)C=C3F)NC4=C(OC)C=C(C(OC(OC(N(C(C)C)CC)=O)C)=O)C=C4
P49841,GSK3B,inhibitor,2,0.4251,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
P33527,ABCC1,inhibitor,2,0.4251,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
P06493,CDK1,inhibitor,1,0.4242,CC1=CC(N2S(CCC2)(=O)=O)=C(OC(C3=CC=C(O)C(Br)=C3)=C(O)C4=O)C4=C1
O14965,AURKA,inhibitor,1,0.424,CC1=CC=C(C[NH+]2CCNC([C@H]2CC(OCC)=O)=O)C=C1
P49841,GSK3B,inhibitor,2,0.424,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C=C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)O)O
P12004,PCNA,inhibitor,1,0.4239,O=C(N/N=C/C1=C(O)C=CC2=CC=CC=C12)C3=CC=CC=C3O
P06493,CDK1,inhibitor,1,0.4238,O=C(N=C(N)S/1)C1=C\C(C=C2)=CC3=C2N=CC=C3
O15379,HDAC3,inhibitor,1,0.4235,O=C(CCCCCC(NC2=CC=CC=C2N)=O)NC1=CC=CC=C1
P06493,CDK1,inhibitor,1,0.4233,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
Q15131,CDK10,inhibitor,3,0.4233,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P11802,CDK4,inhibitor,1,0.4233,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P11802,CDK4,inhibitor,1,0.4233,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P11802,CDK4,inhibitor,1,0.4233,CN1CC[C@@H]([C@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
Q00534,CDK6,inhibitor,1,0.4233,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P37231,PPARG,activator,2,0.423,O=C1C(O[C@H]2[C@@H]([C@H]([C@H](CO)O2)O)O)=C(C3=CC=C(O)C(O)=C3)OC4=CC(O)=CC(O)=C14
,tubulin,inhibitor,1,0.4229,CN(C)C1=CC=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC
P49841,GSK3B,inhibitor,2,0.4228,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC1=CC=C(C=C1)O
P33527,ABCC1,inhibitor,2,0.4228,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
Q6RVA0,MDR1,inhibitor,2,0.4227,O=C(C1=CC=C(F)C(NC(/C=C/C2=CC(OC)=C(OC)C(OC)=C2)=O)=C1)O[C@H]3[C@H](OC4=CC(OC)=CC(OC)=C4C3)C5=CC(OC)=C(OC)C(OC)=C5
P04637,TP53,inhibitor,1,0.4226,O=C1CC2=C(C=C(OC(C)C)C(OC)=C2)[C@@H](N1C3=CC=C(C=C3)N(C)C[C@H]4CC[C@H](N5CC(N(C)CC5)=O)CC4)C6=CC=CC=C6
Q00987,MDM2,inhibitor,1,0.4226,O=C1CC2=C(C=C(OC(C)C)C(OC)=C2)[C@@H](N1C3=CC=C(C=C3)N(C)C[C@H]4CC[C@H](N5CC(N(C)CC5)=O)CC4)C6=CC=CC=C6
P16152,CBR1,inhibitor,2,0.4226,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
P37231,PPARG,activator,2,0.4225,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO
P06493,CDK1,inhibitor,1,0.4225,CC1=CC(N2S(CCC2)(=O)=O)=C(OC(C3=CC=C(O)C(Cl)=C3)=C(O)C4=O)C4=C1
P36956,SREBF1,inhibitor,2,0.4225,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO
O14965,AURKA,inhibitor,1,0.4224,COC1=CC(=C(C=C1)C2=NC(=NC(=C2)C3=CC=CC=C3O)N)OC
,tubulin,activator,1,0.4223,CC(C)C1=CC=C(C=C1)NC(=O)NCCCl
,tubulin,inhibitor,1,0.4222,CNC(=O)NC1=NC2=C(N1)C=C(C=C2)OC3=CC=CC(=C3)C#N
,tubulin,inhibitor,1,0.4222,CC(=CC1=CC(=C(C=C1)OC)O)C(=O)C2=CC(=C(C(=C2)OC)OC)OC
P33527,ABCC1,inhibitor,2,0.4219,CCC/C=C/C=O
Q13887,KLF5,inhibitor,2,0.4218,CN1CCN(CC1)C2=CC=C(C=C2)C=C(C#N)C3=CC=CC=C3Br.Cl.Cl
P06493,CDK1,inhibitor,1,0.4217,O=C1C=C(C2=CC=CC=C2)OC3=C(C4CCN(C)C4CO)C(O)=CC(O)=C31
P37231,PPARG,activator,2,0.4216,CC(=CCC1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=C(C=C(C=C4)O)O)C
Q13153,PAK1,inhibitor,3,0.4214,OC1=C2C(OC(C3=CC=C(O)C=C3)=C(OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O4)C2=O)=CC(O)=C1
P10415,BCL2,inhibitor,1,0.4212,C1CCN2C(=C(C=C2C3=CC4=C(C=C3C(=O)N5CC6=CC=CC=C6C[C@H]5CN7CCOCC7)OCO4)C(=O)N(C8=CC=CC=C8)C9=CC=C(C=C9)O)C1
P10415,BCL2,inhibitor,1,0.4212,O=C(C1=C2CCCCN2C(C3=C(C(N4CC5=C(C=CC=C5)C[C@H]4CN6CCOCC6)=O)C=C(OCO7)C7=C3)=C1)N(C8=CC=C(O)C=C8)C9=CC=CC=C9.Cl
P10415,BCL2,inhibitor,1,0.4212,O=C(C1=C2CCCCN2C(C3=C(C(N4CC5=C(C=CC=C5)C[C@H]4CN6CCOCC6)=O)C=C(OCO7)C7=C3)=C1)N(C8=CC=C(O)C=C8)C9=CC=CC=C9
P49841,GSK3B,inhibitor,2,0.4211,CO[C@H]1CC2[N@]3CC4=CC5=C(OCO5)C=C4[C@@]2([C@H](OC(C6=CC=CC=C6C)=O)C3)C=C1
Q8IXJ6,SIRT2,inhibitor,1,0.4211,NC(C1=CC=CC=C1NC2=CC=CC(OCCC3=CC=C(F)C=C3)=C2)=O
P33527,ABCC1,inhibitor,2,0.4211,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C
P06493,CDK1,inhibitor,1,0.4209,OC1=CC(C=C2)=C(C(OC)=C1OC)C3=C2C(O)=C(OC)C(OC)=C3
P06493,CDK1,inhibitor,1,0.4209,OC1=CC(C=C2)=C(C(OC)=C1OC)C3=C2C(O)=C(O)C(OC)=C3
P11388,TOP2A,inhibitor,1,0.4209,S=C(NC1=CC=CC=C1)N/N=C/C2=C3C(C=CC=C3)=NC4=C2C=CC=C4
O00329,PIK3CD,inhibitor,2,0.4208,O=C1OC(C(C)N2N=C(C3=CC(O)=CC(F)=C3)C4=C2N=CN=C4N)=C(C5=CCN(C)CC5)C6=CC=CC=C61
O14974,PPP1R12A,inhibitor,3,0.4207,CC1=C2C(=NC(=N1)NC3=CN(N=C3)C4CCNCC4)N(C5=CC6=CC=CC=C6C=C5C(=O)N2C)C
P04637,TP53,inhibitor,1,0.4204,CC(C)(C)C[C@H]1[C@]2(C(C=NC(Cl)=C3)=C3NC2=O)[C@@H](C4=C(F)C(Cl)=CC=C4)[C@H](C(NC5=C(OC)C=C(C(N)=O)C=C5)=O)N1
Q00987,MDM2,inhibitor,1,0.4204,CC(C)(C)C[C@H]1[C@]2(C(C=NC(Cl)=C3)=C3NC2=O)[C@@H](C4=C(F)C(Cl)=CC=C4)[C@H](C(NC5=C(OC)C=C(C(N)=O)C=C5)=O)N1
P49841,GSK3B,inhibitor,2,0.4204,C1=CC=C(C=C1)COC2=CC=C(C=C2)C3C(=C(C(=O)N3C4=NN=C(S4)SCC5=CC=CC=C5)O)C(=O)C6=CC7=CC=CC=C7O6
Q00987,MDM2,inhibitor,1,0.4204,O=C1NC2=C(C=NC(Cl)=C2)[C@]13[C@H](CC(C)(C)C)N[C@@H](C(NC4=C(OC)C=C(C(N)=O)C=C4)=O)[C@@H]3C5=C(F)C(Cl)=CC=C5
Q00987,MDM2,inhibitor,1,0.4201,O=C1CN(CCN1C)[C@@H](CC2)CC[C@@H]2CN(C)C3=CC=C(C=C3)N4C(CC5=CC(OC)=C(OC(C)C)C=C5[C@@H]4C6=CC=C(Cl)C=C6)=O
Q00987,MDM2,inhibitor,1,0.4201,CC(C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCC(CC5)N6CCN(C(=O)C6)C)OC
O14965,AURKA,inhibitor,1,0.42,O=C(OCC)C1=C(NC(CCCC4=O)=C4[C@H]2[C@]3=CC=CC(OC5=NC6=C(C=CC=C6)N5)=C3)C2=CN1
Q96GD4,AURKB,inhibitor,1,0.42,O=C1CCCC2=C1[C@H](C3=CC(OC4=NC(C=CC=C5)=C5N4)=CC=C3)C6=CNC(C(OCC)=O)=C6N2
Q92831,KAT2B,inhibitor,2,0.4199,CCSC1=NN=C(S1)NC(=O)CSC2=NN=C(S2)NC(=O)CCC3=CC=CC=C3
P61073,CXCR4,inhibitor,2,0.4197,ClC1=CC=C(C(C=C(C2=CC=C(O)C(OC)=C2)N3)=NC3=O)C=C1
Q00987,MDM2,inhibitor,1,0.4197,CC(C)N1C2=C(C(=O)N(C2C3=CC=C(C=C3)Cl)C4=CC(=CN(C4=O)C)Cl)N=C1C5=CN=C(N=C5OC)OC
,tubulin,inhibitor,1,0.4197,COC1=C(OC)C(OC)=C(C(C(C(NC(C2=CC(C(NC3=CC(C4=CC=CS4)=CC=C3)=O)=CC=C2)=O)CC5)=C6)=CC=C(OC)C6=O)C5=C1
Q9NT62,ATG3,inhibitor,2,0.4196,C1=CC(=CN=C1)CNC(=O)C2=CC=C(O2)[N+](=O)[O-]
P11388,TOP2A,inhibitor,1,0.4196,O=C1C2=C(C=C(OCC3(C)CO3)C=C2OCC4(C)CO4)OC5=C(OC)C=C(CC6OC6)C=C51
O00329,PIK3CD,inhibitor,2,0.4194,CC(C)OC1=C(C=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)C4=C(C(=O)C5=C(O4)C=CC(=C5)F)C6=CC(=CC=C6)F)F
O00329,PIK3CD,inhibitor,2,0.4194,O=C1C(C2=CC=CC(F)=C2)=C([C@@H](N3N=C(C4=CC=C(OC(C)C)C(F)=C4)C5=C(N)N=CN=C53)C)OC6=CC=C(F)C=C16
O60885,BRD4,inhibitor,1,0.4194,CN1C2=C3C(CN(C4=NC=CC=C4)C5=C(C=C(CS(C)(=O)=O)C=C5)C3C1)=CNC2=O
P06493,CDK1,inhibitor,1,0.4193,OC(C=C1)=CC2=C1NC(C3=CN=CC(C4=CC5=C(C=CC(O)=C5)N4)=C3)=C2
P04637,TP53,inhibitor,1,0.419,CC1=CC(Cl)=CC=C1C(C(N(C(C)C)C(C2=CC(F)=CC=C2OC)=N3)=C3C4=O)N4C5=CC(Cl)=CC=C5C
